,,,Overall,Overall,Overall,Conference,Conference,Conference,Points Per Game,Points Per Game,SRS,SRS,Polls,Polls,Polls,
58,Army,Ind,5,7,.417,0,0,,15.3,21.9,-12.59,-6.59,,,,
59,Ohio,MAC (East),9,5,.643,7,1,.875,24.8,21.3,-1.89,-6.18,,,,
60,Temple,MAC (East),9,4,.692,7,1,.875,29.5,22.3,-2.36,-8.29,,,,
61,Bowling Green State,MAC (East),7,6,.538,6,2,.750,28.5,27.5,-2.34,-4.65,,,,
62,Kent State,MAC (East),5,7,.417,4,4,.500,19.3,22.4,-10.69,-7.77,,,,
63,Buffalo,MAC (East),5,7,.417,3,5,.375,24.1,23.8,-6.75,-5.58,,,,
64,Akron,MAC (East),3,9,.250,2,6,.250,19.3,28.8,-14.65,-4.99,,,,
65,Miami (OH),MAC (East),1,11,.083,1,7,.125,15.6,34.2,-16.98,-1.39,,,,
66,Central Michigan,MAC (West),12,2,.857,8,0,1.000,33.9,18.9,4.76,-6.38,,23,23,
67,Northern Illinois,MAC (West),7,6,.538,5,3,.625,28.6,21.6,-4.24,-7.54,,,,
68,Western Michigan,MAC (West),5,7,.417,4,4,.500,24.7,27.5,-10.53,-8.78,,,,
69,Toledo,MAC (West),5,7,.417,3,5,.375,29.7,37.7,-11.29,-5.79,,,,
70,Ball State,MAC (West),2,10,.167,2,6,.250,19.2,28.2,-15.38,-7.05,,,,
71,Eastern Michigan,MAC (West),0,12,.000,0,8,.000,16.4,38.3,-22.89,-5.48,,,,
72,Texas Christian,MWC,12,1,.923,8,0,1.000,38.3,12.8,17.05,-1.33,17,3,6,
73,Brigham Young,MWC,11,2,.846,7,1,.875,35.5,21.5,9.67,-0.56,20,7,12,
74,Utah,MWC,10,3,.769,6,2,.750,29.8,20.2,7.28,-1.18,19,16,18,
75,Air Force,MWC,8,5,.615,5,3,.625,29.7,15.7,6.57,-2.28,,,,
76,Wyoming,MWC,7,6,.538,4,4,.500,18.3,27.3,-4.53,-0.53,,,,
77,Nevada-Las Vegas,MWC,5,7,.417,3,5,.375,24.8,32.4,-5.61,-0.95,,,,
78,San Diego State,MWC,4,8,.333,2,6,.250,23.3,30.5,-7.79,-2.54,,,,
79,New Mexico,MWC,1,11,.083,1,7,.125,16.3,35.9,-15.80,0.45,,,,
80,Colorado State,MWC,3,9,.250,0,8,.000,21.7,29.8,-9.14,-1.39,,,,
81,Oregon,Pac-10,10,3,.769,8,1,.889,36.1,23.8,15.48,5.33,16,7,11,
82,Arizona,Pac-10,8,5,.615,6,3,.667,27.4,23.9,6.98,3.91,,18,,
83,Oregon State,Pac-10,8,5,.615,6,3,.667,31.5,25.0,8.47,3.17,,13,,
84,Stanford,Pac-10,8,5,.615,6,3,.667,35.5,26.5,10.88,3.42,,14,,
85,California,Pac-10,8,5,.615,5,4,.556,29.1,25.5,4.28,2.13,12,6,,
86,USC,Pac-10,9,4,.692,5,4,.556,26.5,19.8,9.11,3.95,4,3,22,
87,Washington,Pac-10,5,7,.417,4,5,.444,26.1,26.7,3.61,4.94,,24,,
88,UCLA,Pac-10,7,6,.538,3,6,.333,22.0,21.2,3.80,3.26,,,,
89,Arizona State,Pac-10,4,8,.333,2,7,.222,22.3,21.1,0.71,2.63,,,,
90,Washington State,Pac-10,1,11,.083,0,9,.000,12.0,38.5,-14.87,4.88,,,,
91,Florida,SEC (East),13,1,.929,8,0,1.000,35.9,12.4,21.15,5.43,1,1,3,
92,Georgia,SEC (East),8,5,.615,4,4,.500,28.9,25.9,9.06,6.36,13,13,,
93,Tennessee,SEC (East),7,6,.538,4,4,.500,29.3,22.2,8.94,5.48,,,,
94,Kentucky,SEC (East),7,6,.538,3,5,.375,26.1,22.7,6.03,3.56,,,,
95,South Carolina,SEC (East),7,6,.538,3,5,.375,20.6,20.4,7.10,6.17,,21,,
96,Vanderbilt,SEC (East),2,10,.167,0,8,.000,16.3,23.3,-5.11,4.14,,,,
97,Alabama,SEC (West),14,0,1.000,8,0,1.000,32.1,11.7,23.69,6.62,5,1,1,
98,LSU,SEC (West),9,4,.692,5,3,.625,24.8,16.2,12.70,6.00,11,4,17,
99,Ole Miss,SEC (West),9,4,.692,4,4,.500,29.5,17.7,11.50,2.50,8,4,20,
100,Arkansas,SEC (West),8,5,.615,3,5,.375,36.0,25.1,13.14,5.45,,,,
101,Auburn,SEC (West),8,5,.615,3,5,.375,33.3,27.5,10.26,4.80,,17,,
102,Mississippi State,SEC (West),5,7,.417,3,5,.375,25.6,26.8,5.76,7.93,,,,
103,Troy,Sun Belt,9,4,.692,8,0,1.000,33.7,29.8,2.73,-3.97,,,,
104,Middle Tennessee State,Sun Belt,10,3,.769,7,1,.875,32.0,23.7,1.10,-6.36,,,,
105,Louisiana-Monroe,Sun Belt,6,6,.500,5,3,.625,25.6,27.3,-8.15,-5.15,,,,
106,Florida Atlantic,Sun Belt,5,7,.417,5,3,.625,27.4,33.8,-9.74,-5.15,,,,
107,Louisiana,Sun Belt,6,6,.500,4,4,.500,22.2,30.3,-9.68,-5.35,,,,
108,Arkansas State,Sun Belt,4,8,.333,3,5,.375,22.7,23.3,-9.63,-5.80,,,,
109,Florida International,Sun Belt,3,9,.250,3,5,.375,22.9,35.3,-11.15,-2.40,,,,
110,North Texas,Sun Belt,2,10,.167,1,7,.125,26.6,35.6,-14.38,-5.97,,,,
111,Western Kentucky,Sun Belt,0,12,.000,0,8,.000,20.4,39.6,-20.88,-4.88,,,,
112,Boise State,WAC,14,0,1.000,8,0,1.000,42.2,17.1,13.50,-4.28,14,4,4,
113,Nevada,WAC,8,5,.615,7,1,.875,38.2,28.5,2.19,-3.66,,,,
114,Fresno State,WAC,8,5,.615,6,2,.750,33.8,28.4,1.34,-3.27,,,,
115,Idaho,WAC,8,5,.615,4,4,.500,32.7,36.0,-4.73,-4.11,,,,
116,Hawaii,WAC,6,7,.462,3,5,.375,22.8,29.5,-8.20,-4.20,,,,
117,Louisiana Tech,WAC,4,8,.333,3,5,.375,29.2,25.8,-2.97,-2.05,,,,
118,Utah State,WAC,4,8,.333,3,5,.375,29.1,34.0,-6.85,-2.35,,,,
119,New Mexico State,WAC,3,10,.231,1,7,.125,11.5,31.6,-17.97,-4.12,,,,
120,San Jose State,WAC,2,10,.167,1,7,.125,13.8,34.5,-14.63,-1.13,,,,
