Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,TV,Notes
542,10,Oct 30 2014,7:30 PM,Thu,Georgia Southern,42,,Troy,10,ESPN U,
543,10,Oct 31 2014,8:00 PM,Fri,Cincinnati,38,@,Tulane,14,ESPN 2,
544,10,Oct 31 2014,8:02 PM,Fri,Memphis,40,,Tulsa,20,ESPN U,
545,10,Nov 1 2014,11:30 AM,Sat,Air Force,23,@,Army,6,CBS,
546,10,Nov 1 2014,7:00 PM,Sat,Alabama-Birmingham,31,@,Florida Atlantic,28,Sinclair,
547,10,Nov 1 2014,3:30 PM,Sat,Appalachian State,44,,Georgia State,0,ESPN3.com,
548,10,Nov 1 2014,11:00 PM,Sat,(15) Arizona State,19,,(18) Utah,16,FS1,
549,10,Nov 1 2014,5:00 PM,Sat,Arkansas State,44,@,Idaho,28,ESPN3.com,
550,10,Nov 1 2014,7:00 PM,Sat,(4) Auburn,35,@,(7) Mississippi,31,ESPN,
551,10,Nov 1 2014,4:00 PM,Sat,(12) Baylor,60,,Kansas,14,FS1,
552,10,Nov 1 2014,12:30 PM,Sat,Boston College,33,@,Virginia Tech,31,ACC Network,
553,10,Nov 1 2014,3:30 PM,Sat,Brigham Young,27,@,Middle Tennessee State,7,CBSSN,
554,10,Nov 1 2014,10:30 PM,Sat,California,45,@,Oregon State,31,Pac-12 Network,
555,10,Nov 1 2014,1:00 PM,Sat,Central Michigan,38,@,Eastern Michigan,7,ESPN3.com,
556,10,Nov 1 2014,7:00 PM,Sat,Colorado State,38,@,San Jose State,31,CBSSN,
557,10,Nov 1 2014,12:00 PM,Sat,Connecticut,37,,Central Florida,29,CBSSN,
558,10,Nov 1 2014,12:00 PM,Sat,(24) Duke,51,@,Pittsburgh,48,ESPN U,
559,10,Nov 1 2014,3:30 PM,Sat,Florida,38,,(9) Georgia,20,CBS,EverBank Field - Jacksonville FL
560,10,Nov 1 2014,3:30 PM,Sat,Georgia Tech,35,,Virginia,10,ESPN U,
561,10,Nov 1 2014,4:00 PM,Sat,Houston,27,@,South Florida,3,ESPNews,
562,10,Nov 1 2014,12:00 PM,Sat,Iowa,48,,Northwestern,7,Big Ten Network,
563,10,Nov 1 2014,8:00 PM,Sat,(11) Kansas State,48,,Oklahoma State,14,ABC,
564,10,Nov 1 2014,5:00 PM,Sat,Louisiana,19,,South Alabama,9,ESPN3.com,
565,10,Nov 1 2014,3:00 PM,Sat,Louisiana Tech,59,,Western Kentucky,10,FSN-W AZ SW MW DET,
566,10,Nov 1 2014,12:00 PM,Sat,Maryland,20,@,Penn State,19,ESPN 2,
567,10,Nov 1 2014,12:30 PM,Sat,Miami (FL),47,,North Carolina,20,ACC Network,
568,10,Nov 1 2014,3:30 PM,Sat,Michigan,34,,Indiana,10,Big Ten Network,
569,10,Nov 1 2014,7:15 PM,Sat,(1) Mississippi State,17,,Arkansas,10,ESPN 2,
570,10,Nov 1 2014,4:00 PM,Sat,Missouri,20,,Kentucky,10,SEC Network,
571,10,Nov 1 2014,3:30 PM,Sat,(17) Nebraska,35,,Purdue,14,ABC (ESPN 2 mirror),
572,10,Nov 1 2014,10:30 PM,Sat,Nevada,30,,San Diego State,14,CBSSN,
573,10,Nov 1 2014,5:30 PM,Sat,New Mexico,31,@,Nevada-Las Vegas,28,ROOT-RM NW,
574,10,Nov 1 2014,3:00 PM,Sat,North Carolina State,24,@,Syracuse,17,RSN FSN-S FL SD,
575,10,Nov 1 2014,8:00 PM,Sat,(6) Notre Dame,49,,Navy,39,CBS,FedEx Field - Landover MD
576,10,Nov 1 2014,8:00 PM,Sat,(13) Ohio State,55,,Illinois,14,ABC ESPN3.com,
577,10,Nov 1 2014,12:00 PM,Sat,(19) Oklahoma,59,@,Iowa State,14,FS1,
578,10,Nov 1 2014,7:30 PM,Sat,(5) Oregon,45,,Stanford,16,FOX,
579,10,Nov 1 2014,12:00 PM,Sat,Rice,31,@,Florida International,17,American Sports Network,
580,10,Nov 1 2014,4:30 PM,Sat,Southern California,44,@,Washington State,17,Pac-12 Network,
581,10,Nov 1 2014,12:00 PM,Sat,Temple,20,,(21) East Carolina,10,ESPNews,
582,10,Nov 1 2014,7:30 PM,Sat,Tennessee,45,@,South Carolina,42,SEC Network,
583,10,Nov 1 2014,7:30 PM,Sat,Texas,34,@,Texas Tech,13,FS1,
584,10,Nov 1 2014,12:00 PM,Sat,Texas A&M,21,,Louisiana-Monroe,16,SEC Network,
585,10,Nov 1 2014,3:30 PM,Sat,(10) Texas Christian,31,@,(20) West Virginia,30,ABC (ESPN 2 mirror),
586,10,Nov 1 2014,4:00 PM,Sat,Texas State,37,@,New Mexico State,29,AggieTV ESPN3 Altitude,
587,10,Nov 1 2014,8:00 PM,Sat,Texas-El Paso,35,,Southern Mississippi,14,FCS,
588,10,Nov 1 2014,10:30 PM,Sat,(25) UCLA,17,,(14) Arizona,7,ESPN,
589,10,Nov 1 2014,11:00 PM,Sat,Utah State,35,@,Hawaii,14,Oceanic Pay-per-view,
590,10,Nov 1 2014,7:00 PM,Sat,Vanderbilt,42,,Old Dominion,28,ESPN U,
591,10,Nov 1 2014,1:00 PM,Sat,Washington,38,@,Colorado,23,Pac-12 Network,
592,10,Nov 1 2014,2:30 PM,Sat,Western Michigan,41,@,Miami (OH),10,ESPN3.com,
593,10,Nov 1 2014,12:00 PM,Sat,Wisconsin,37,@,Rutgers,0,ESPN,
594,10,Nov 1 2014,10:45 PM,Sat,Wyoming,45,@,Fresno State,17,ESPN 2,
595,11,Nov 4 2014,8:00 PM,Tue,Bowling Green State,27,@,Akron,10,ESPN 2,
596,11,Nov 4 2014,8:00 PM,Tue,Toledo,30,@,Kent State,20,ESPN U,
597,11,Nov 5 2014,8:00 PM,Wed,Northern Illinois,35,@,Ball State,21,ESPN 2,
598,11,Nov 5 2014,8:00 PM,Wed,Ohio,37,,Buffalo,14,ESPN U,
599,11,Nov 6 2014,7:30 PM,Thu,(19) Clemson,34,@,Wake Forest,20,ESPN,
600,11,Nov 7 2014,7:30 PM,Fri,Memphis,16,@,Temple,13,ESPN U,
601,11,Nov 7 2014,8:00 PM,Fri,Utah State,20,@,Wyoming,3,ESPN 2,
602,11,Nov 8 2014,4:00 PM,Sat,Air Force,48,@,Nevada-Las Vegas,21,Mountain West Network,
603,11,Nov 8 2014,8:00 PM,Sat,(4) Alabama,20,@,(14) Louisiana State,13,CBS,
604,11,Nov 8 2014,3:30 PM,Sat,Appalachian State,31,,Louisiana-Monroe,29,ESPN3.com,
605,11,Nov 8 2014,8:00 PM,Sat,(21) Arizona,38,,Colorado,20,Pac-12 Network,
606,11,Nov 8 2014,3:30 PM,Sat,(11) Arizona State,55,,(8) Notre Dame,31,ABC,
607,11,Nov 8 2014,3:00 PM,Sat,Arkansas State,45,,South Alabama,10,ESPN3.com,
608,11,Nov 8 2014,3:30 PM,Sat,Army,35,,Connecticut,21,CBSSN,Yankee Stadium - Bronx NY
609,11,Nov 8 2014,12:00 PM,Sat,(10) Baylor,48,@,(16) Oklahoma,14,FS1,
610,11,Nov 8 2014,7:00 PM,Sat,Boise State,60,@,New Mexico,49,CBSSN,
611,11,Nov 8 2014,7:00 PM,Sat,Colorado State,49,,Hawaii,22,ESPN U,
612,11,Nov 8 2014,12:30 PM,Sat,(22) Duke,27,@,Syracuse,10,RSN MSG STO SunSports,
613,11,Nov 8 2014,7:30 PM,Sat,Florida,34,@,Vanderbilt,10,SEC Network,
614,11,Nov 8 2014,6:30 PM,Sat,(2) Florida State,34,,Virginia,20,ESPN,
615,11,Nov 8 2014,10:30 PM,Sat,Fresno State,38,,San Jose State,24,CBSSN,
616,11,Nov 8 2014,12:00 PM,Sat,(17) Georgia,63,@,Kentucky,31,ESPN,
617,11,Nov 8 2014,4:00 PM,Sat,Georgia Southern,28,@,Texas State,25,ESPN3.com,
618,11,Nov 8 2014,12:30 PM,Sat,Georgia Tech,56,@,North Carolina State,23,ACC Network,
619,11,Nov 8 2014,3:30 PM,Sat,Kansas,34,,Iowa State,14,FSN-DET+ MSG+ MASN2,
620,11,Nov 8 2014,8:00 PM,Sat,Louisiana,44,@,New Mexico State,16,ESPN3.com FSN-AZ+,
621,11,Nov 8 2014,12:00 PM,Sat,Louisiana Tech,40,@,Alabama-Birmingham,24,American Sports Network,
622,11,Nov 8 2014,7:15 PM,Sat,Louisville,38,@,Boston College,19,ESPN 2,
623,11,Nov 8 2014,7:00 PM,Sat,(23) Marshall,63,@,Southern Mississippi,17,Sinclair ASN CSN-CHI,
624,11,Nov 8 2014,3:30 PM,Sat,Michigan,10,@,Northwestern,9,ESPN 2,
625,11,Nov 8 2014,12:00 PM,Sat,Minnesota,51,,Iowa,14,ESPN 2,
626,11,Nov 8 2014,12:00 PM,Sat,(12) Mississippi,48,,Presbyterian,0,SEC Network,
627,11,Nov 8 2014,4:00 PM,Sat,(1) Mississippi State,45,,Tennessee-Martin,16,SEC Network,
628,11,Nov 8 2014,7:00 PM,Sat,North Texas,31,,Florida Atlantic,10,FCS,
629,11,Nov 8 2014,8:00 PM,Sat,(13) Ohio State,49,@,(7) Michigan State,37,ABC,
630,11,Nov 8 2014,3:30 PM,Sat,Old Dominion,38,,Florida International,35,ASN CSN-BAY,
631,11,Nov 8 2014,10:00 PM,Sat,(5) Oregon,51,@,(20) Utah,27,ESPN,
632,11,Nov 8 2014,12:00 PM,Sat,Penn State,13,@,Indiana,7,Big Ten Network,
633,11,Nov 8 2014,12:00 PM,Sat,Rice,17,,Texas-San Antonio,7,FSN-OH DET MSG+ MASN2,
634,11,Nov 8 2014,6:30 PM,Sat,San Diego State,35,,Idaho,21,ROOT-NW RM FSN-SD,
635,11,Nov 8 2014,3:30 PM,Sat,Texas,33,,(24) West Virginia,16,FS1,
636,11,Nov 8 2014,3:30 PM,Sat,Texas A&M,41,@,(3) Auburn,38,CBS,
637,11,Nov 8 2014,7:30 PM,Sat,(6) Texas Christian,41,,(9) Kansas State,20,FOX,
638,11,Nov 8 2014,3:00 PM,Sat,Troy,45,,Georgia State,21,ESPN3.com,
639,11,Nov 8 2014,3:30 PM,Sat,Tulane,31,@,Houston,24,ESPN U,
640,11,Nov 8 2014,12:00 PM,Sat,Tulsa,38,,Southern Methodist,28,CBSSN,
641,11,Nov 8 2014,7:00 PM,Sat,(18) UCLA,44,@,Washington,30,FS1,
642,11,Nov 8 2014,4:00 PM,Sat,Washington State,39,@,Oregon State,32,Pac-12 Network,
643,11,Nov 8 2014,4:00 PM,Sat,Western Kentucky,35,,Texas-El Paso,27,WKUSports.tv,
644,11,Nov 8 2014,12:00 PM,Sat,(25) Wisconsin,34,@,Purdue,16,ESPN U,
645,12,Nov 11 2014,8:00 PM,Tue,Buffalo,55,,Akron,24,ESPN U,
646,12,Nov 11 2014,8:00 PM,Tue,Northern Illinois,27,,Toledo,24,ESPN 2,
647,12,Nov 12 2014,8:00 PM,Wed,Bowling Green State,30,,Kent State,20,ESPN 2,
648,12,Nov 12 2014,8:00 PM,Wed,Massachusetts,24,,Ball State,10,ESPN U,
649,12,Nov 13 2014,7:00 PM,Thu,Cincinnati,54,,East Carolina,46,ESPN 2,Paul Brown Stadium - Cincinnati OH
650,12,Nov 13 2014,9:00 PM,Thu,Southern California,38,,California,30,ESPN,
651,12,Nov 13 2014,8:00 PM,Thu,Texas-San Antonio,12,,Southern Mississippi,10,CBSSN,
652,12,Nov 14 2014,8:00 PM,Fri,Central Florida,31,,Tulsa,7,ESPN 2,
653,12,Nov 15 2014,2:00 PM,Sat,Air Force,45,,Nevada,38,ROOT-RM,
654,12,Nov 15 2014,3:30 PM,Sat,(4) Alabama,25,,(1) Mississippi State,20,CBS,
655,12,Nov 15 2014,3:00 PM,Sat,Appalachian State,37,@,Arkansas State,32,ESPN3.com,
656,12,Nov 15 2014,3:30 PM,Sat,(17) Arizona,27,,Washington,26,FOX,
657,12,Nov 15 2014,8:00 PM,Sat,Arkansas,17,,(20) Louisiana State,0,ESPN 2,
658,12,Nov 15 2014,10:15 PM,Sat,Boise State,38,,San Diego State,29,ESPN U,
659,12,Nov 15 2014,7:00 PM,Sat,Brigham Young,42,,Nevada-Las Vegas,23,ESPN U,
660,12,Nov 15 2014,1:00 PM,Sat,Central Michigan,34,,Miami (OH),27,ESPN3.com,
661,12,Nov 15 2014,3:30 PM,Sat,Florida International,38,,Middle Tennessee State,28,ASN CSN-CHI (JIP),
662,12,Nov 15 2014,8:00 PM,Sat,(2) Florida State,30,@,Miami (FL),26,ABC,
663,12,Nov 15 2014,7:15 PM,Sat,(16) Georgia,34,,(9) Auburn,7,ESPN,
664,12,Nov 15 2014,12:00 PM,Sat,(24) Georgia Tech,28,,(18) Clemson,6,ESPN,
665,12,Nov 15 2014,4:30 PM,Sat,Hawaii,13,@,San Jose State,0,Oceanic PPV,
666,12,Nov 15 2014,12:00 PM,Sat,Iowa,30,@,Illinois,14,Big Ten Network,
667,12,Nov 15 2014,7:00 PM,Sat,Louisiana,34,@,Louisiana-Monroe,27,SBC Network ESPN3.com,
668,12,Nov 15 2014,2:30 PM,Sat,(21) Marshall,41,,Rice,14,FSN MSG+ ROOT-PITT,
669,12,Nov 15 2014,3:30 PM,Sat,Memphis,38,@,Tulane,7,ESPN U,
670,12,Nov 15 2014,8:00 PM,Sat,(12) Michigan State,37,@,Maryland,15,Big Ten Network,
671,12,Nov 15 2014,7:30 PM,Sat,Missouri,34,@,Texas A&M,27,SEC Network,
672,12,Nov 15 2014,3:30 PM,Sat,Navy,52,,Georgia Southern,19,CBSSN,
673,12,Nov 15 2014,12:30 PM,Sat,North Carolina,40,,Pittsburgh,35,ACC Network,
674,12,Nov 15 2014,3:00 PM,Sat,North Carolina State,42,,Wake Forest,13,RSN SportsTime Ohio YES,
675,12,Nov 15 2014,3:30 PM,Sat,Northwestern,43,@,(15) Notre Dame,40,,
676,12,Nov 15 2014,12:00 PM,Sat,(8) Ohio State,31,@,Minnesota,24,ABC,
677,12,Nov 15 2014,3:30 PM,Sat,Oklahoma,42,@,Texas Tech,30,ESPN,
678,12,Nov 15 2014,10:45 PM,Sat,Oregon State,35,,(7) Arizona State,27,ESPN,
679,12,Nov 15 2014,12:00 PM,Sat,Penn State,30,,Temple,13,ESPN 2,
680,12,Nov 15 2014,3:30 PM,Sat,Rutgers,45,,Indiana,23,Big Ten Network,
681,12,Nov 15 2014,7:30 PM,Sat,South Alabama,24,,Texas State,20,ESPN3.com,
682,12,Nov 15 2014,12:00 PM,Sat,South Carolina,23,@,Florida,20,SEC Network,
683,12,Nov 15 2014,8:00 PM,Sat,South Florida,14,@,Southern Methodist,13,CBSSN,
684,12,Nov 15 2014,4:00 PM,Sat,Tennessee,50,,Kentucky,16,SEC Network,
685,12,Nov 15 2014,7:30 PM,Sat,Texas,28,@,Oklahoma State,7,FOX,
686,12,Nov 15 2014,3:00 PM,Sat,(5) Texas Christian,34,@,Kansas,30,FS1,
687,12,Nov 15 2014,10:00 PM,Sat,Texas-El Paso,35,,North Texas,17,FS1,
688,12,Nov 15 2014,5:00 PM,Sat,Troy,34,@,Idaho,17,ESPN3.com,
689,12,Nov 15 2014,6:00 PM,Sat,(25) Utah,20,@,Stanford,17,Pac-12 Network,
690,12,Nov 15 2014,4:00 PM,Sat,Utah State,28,,New Mexico,21,ESPNews,
691,12,Nov 15 2014,12:00 PM,Sat,Virginia Tech,17,@,(19) Duke,16,ESPN U,
692,12,Nov 15 2014,12:00 PM,Sat,Western Kentucky,52,,Army,24,CBSSN,
693,12,Nov 15 2014,2:00 PM,Sat,Western Michigan,51,,Eastern Michigan,7,ESPN3.com,
694,12,Nov 15 2014,3:30 PM,Sat,(22) Wisconsin,59,,(11) Nebraska,24,ABC,
695,13,Nov 18 2014,7:00 PM,Tue,Akron,30,,Massachusetts,6,ESPN3.com,
696,13,Nov 18 2014,8:00 PM,Tue,Northern Illinois,21,@,Ohio,14,ESPN U,
697,13,Nov 19 2014,8:00 PM,Wed,Toledo,27,,Bowling Green State,20,ESPN 2,
698,13,Nov 20 2014,7:00 PM,Thu,(12) Kansas State,26,@,West Virginia,20,FS1,
699,13,Nov 20 2014,7:30 PM,Thu,North Carolina,45,@,(25) Duke,20,ESPN,
700,13,Nov 20 2014,9:30 PM,Thu,Texas State,45,,Arkansas State,27,ESPN U,
701,13,Nov 21 2014,8:00 PM,Fri,Rice,31,,Texas-El Paso,13,FS1,
702,13,Nov 21 2014,9:30 PM,Fri,San Diego State,30,,Air Force,14,CBSSN,
703,13,Nov 21 2014,9:30 PM,Fri,Utah State,41,,San Jose State,7,ESPN 2,
704,13,Nov 22 2014,4:00 PM,Sat,(2) Alabama,48,,Western Carolina,14,SEC Network,
705,13,Nov 22 2014,2:00 PM,Sat,Appalachian State,35,@,Louisiana,16,ESPN3.com,
706,13,Nov 22 2014,3:30 PM,Sat,(15) Arizona,42,@,(20) Utah,10,ESPN,
707,13,Nov 22 2014,1:00 PM,Sat,(13) Arizona State,52,,Washington State,31,Pac-12 Network,
708,13,Nov 22 2014,3:30 PM,Sat,Arkansas,30,,(8) Mississippi,0,CBS,
709,13,Nov 22 2014,12:00 PM,Sat,Army,42,,Fordham,31,CBSSN,
710,13,Nov 22 2014,7:00 PM,Sat,(16) Auburn,31,,Samford,7,ESPN U,
711,13,Nov 22 2014,2:00 PM,Sat,Ball State,45,,Eastern Michigan,30,ESPN3.com,
712,13,Nov 22 2014,7:30 PM,Sat,(6) Baylor,49,,Oklahoma State,28,FOX,
713,13,Nov 22 2014,10:15 PM,Sat,Boise State,63,@,Wyoming,14,ESPN 2,
714,13,Nov 22 2014,3:00 PM,Sat,Brigham Young,64,,Savannah State,0,BYUtv,
715,13,Nov 22 2014,12:00 PM,Sat,Central Florida,53,,Southern Methodist,7,ESPNews,
716,13,Nov 22 2014,8:00 PM,Sat,Cincinnati,41,@,Connecticut,0,CBSSN,
717,13,Nov 22 2014,3:30 PM,Sat,Clemson,28,,Georgia State,0,RSN ESPN3.com CSN-BAL,
718,13,Nov 22 2014,1:30 PM,Sat,(22) Colorado State,58,,New Mexico,20,ROOT-NW RM,
719,13,Nov 22 2014,3:30 PM,Sat,East Carolina,34,,Tulane,6,ESPN3.com,
720,13,Nov 22 2014,12:00 PM,Sat,Florida,52,,Eastern Kentucky,3,SEC Network,
721,13,Nov 22 2014,3:30 PM,Sat,(1) Florida State,20,,Boston College,17,ABC (ESPN 2 mirror),
722,13,Nov 22 2014,10:30 PM,Sat,Fresno State,40,@,Nevada,20,ESPN U,
723,13,Nov 22 2014,12:00 PM,Sat,(9) Georgia,55,,Charleston Southern,9,SEC Network,
724,13,Nov 22 2014,11:00 PM,Sat,Hawaii,37,,Nevada-Las Vegas,35,Mountain West Oceanic,
725,13,Nov 22 2014,12:00 PM,Sat,Houston,38,,Tulsa,28,ESPN3.com,
726,13,Nov 22 2014,12:00 PM,Sat,Illinois,16,,Penn State,14,ESPN 2,
727,13,Nov 22 2014,4:00 PM,Sat,Louisiana-Monroe,30,@,New Mexico State,17,Altitude ESPN3.com,
728,13,Nov 22 2014,3:30 PM,Sat,Louisville,31,@,Notre Dame,28,NBC,
729,13,Nov 22 2014,12:00 PM,Sat,(18) Marshall,23,@,Alabama-Birmingham,18,American Sports Network,
730,13,Nov 22 2014,3:30 PM,Sat,Maryland,23,@,Michigan,16,Big Ten Network,
731,13,Nov 22 2014,4:00 PM,Sat,Memphis,31,,South Florida,20,ESPNews,
732,13,Nov 22 2014,12:00 PM,Sat,(10) Michigan State,45,,Rutgers,3,Big Ten Network,
733,13,Nov 22 2014,7:00 PM,Sat,Middle Tennessee State,35,,Florida Atlantic,34,ASN CSN-CHI,
734,13,Nov 22 2014,12:00 PM,Sat,Minnesota,28,@,(21) Nebraska,24,ESPN,
735,13,Nov 22 2014,7:30 PM,Sat,(4) Mississippi State,51,,Vanderbilt,0,SEC Network,
736,13,Nov 22 2014,7:30 PM,Sat,(19) Missouri,29,@,Tennessee,21,ESPN,
737,13,Nov 22 2014,3:30 PM,Sat,North Texas,17,,Florida International,14,American Sports Network,
738,13,Nov 22 2014,12:00 PM,Sat,Northwestern,38,@,Purdue,14,ESPN U,
739,13,Nov 22 2014,12:00 PM,Sat,(7) Ohio State,42,,Indiana,27,Big Ten Network,
740,13,Nov 22 2014,12:00 PM,Sat,(23) Oklahoma,44,,Kansas,7,FS1,
741,13,Nov 22 2014,1:00 PM,Sat,Old Dominion,30,,Louisiana Tech,27,FCS,
742,13,Nov 22 2014,4:30 PM,Sat,(3) Oregon,44,,Colorado,10,Pac-12 Network,
743,13,Nov 22 2014,3:30 PM,Sat,Pittsburgh,30,,Syracuse,7,ESPN U,
744,13,Nov 22 2014,12:00 PM,Sat,South Carolina,37,,South Alabama,12,FSN,
745,13,Nov 22 2014,4:00 PM,Sat,Stanford,38,@,California,17,FS1,
746,13,Nov 22 2014,3:30 PM,Sat,Texas Tech,34,@,Iowa State,31,FSN,
747,13,Nov 22 2014,8:00 PM,Sat,(11) UCLA,38,,(24) Southern California,20,ABC,
748,13,Nov 22 2014,7:00 PM,Sat,Virginia,30,,Miami (FL),13,ESPN 2,
749,13,Nov 22 2014,12:30 PM,Sat,Wake Forest,6,,Virginia Tech,3,ACC Network,
750,13,Nov 22 2014,10:30 PM,Sat,Washington,37,,Oregon State,13,Pac-12 Network,
751,13,Nov 22 2014,12:00 PM,Sat,Western Kentucky,45,,Texas-San Antonio,7,FSN MSG+,
752,13,Nov 22 2014,1:00 PM,Sat,Western Michigan,32,@,Central Michigan,20,ESPN3.com,
753,13,Nov 22 2014,3:30 PM,Sat,(14) Wisconsin,26,@,Iowa,24,ABC (ESPN 2 mirror),
754,14,Nov 25 2014,7:00 PM,Tue,Ohio,24,@,Miami (OH),21,ESPN 2,
755,14,Nov 27 2014,7:30 PM,Thu,Louisiana State,23,@,Texas A&M,17,ESPN,
756,14,Nov 27 2014,7:30 PM,Thu,(6) Texas Christian,48,@,Texas,10,FS1,
757,14,Nov 28 2014,3:30 PM,Fri,Air Force,27,,(21) Colorado State,24,CBSSN,
758,14,Nov 28 2014,3:30 PM,Fri,(12) Arizona,42,,(13) Arizona State,35,FOX,
759,14,Nov 28 2014,1:00 PM,Fri,Ball State,41,@,Bowling Green State,24,ESPN3.com,
760,14,Nov 28 2014,1:00 PM,Fri,Buffalo,41,@,Massachusetts,21,ESPN3.com,
761,14,Nov 28 2014,12:00 PM,Fri,Central Florida,16,@,South Florida,0,ESPN 2,
762,14,Nov 28 2014,8:30 PM,Fri,East Carolina,49,@,Tulsa,32,ESPN U,
763,14,Nov 28 2014,12:00 PM,Fri,Houston,35,@,Southern Methodist,9,CBSSN,
764,14,Nov 28 2014,1:00 PM,Fri,Kent State,27,,Akron,24,ESPN3.com,
765,14,Nov 28 2014,2:30 PM,Fri,(17) Missouri,21,,Arkansas,14,CBS,
766,14,Nov 28 2014,3:00 PM,Fri,Navy,42,@,South Alabama,40,ESPN3.com,
767,14,Nov 28 2014,12:00 PM,Fri,Nebraska,37,@,Iowa,34,ABC,
768,14,Nov 28 2014,11:00 AM,Fri,Northern Illinois,31,@,Western Michigan,21,ESPN U,
769,14,Nov 28 2014,3:30 PM,Fri,Stanford,31,@,(9) UCLA,10,ABC,
770,14,Nov 28 2014,1:00 PM,Fri,Toledo,52,@,Eastern Michigan,16,ESPN3.com,
771,14,Nov 28 2014,8:00 PM,Fri,Virginia Tech,24,,Virginia,20,ESPN,
772,14,Nov 28 2014,12:00 PM,Fri,Western Kentucky,67,@,(19) Marshall,66,FS1,
773,14,Nov 29 2014,7:45 PM,Sat,(2) Alabama,55,,(15) Auburn,44,ESPN,
774,14,Nov 29 2014,3:30 PM,Sat,Alabama-Birmingham,45,@,Southern Mississippi,24,ASN CSN-CA,
775,14,Nov 29 2014,2:00 PM,Sat,Appalachian State,45,,Idaho,28,ESPN3.com,
776,14,Nov 29 2014,3:00 PM,Sat,Arkansas State,68,,New Mexico State,35,ESPN3.com,
777,14,Nov 29 2014,3:30 PM,Sat,(5) Baylor,48,,Texas Tech,46,ABC (ESPN 2 mirror),AT&T Stadium - Arlington TX
778,14,Nov 29 2014,10:15 PM,Sat,(25) Boise State,50,,Utah State,19,ESPN 2,
779,14,Nov 29 2014,12:30 PM,Sat,Boston College,28,,Syracuse,7,CSN YES STO FS-SD PT,
780,14,Nov 29 2014,4:30 PM,Sat,Brigham Young,42,@,California,35,Pac-12 Network,
781,14,Nov 29 2014,12:00 PM,Sat,Cincinnati,14,@,Temple,6,ESPNews,
782,14,Nov 29 2014,12:00 PM,Sat,(23) Clemson,35,,South Carolina,17,ESPN,
783,14,Nov 29 2014,7:00 PM,Sat,Duke,41,,Wake Forest,21,ESPN U,
784,14,Nov 29 2014,3:30 PM,Sat,(1) Florida State,24,,Florida,19,ESPN,
785,14,Nov 29 2014,7:00 PM,Sat,Fresno State,28,,Hawaii,21,Mountain West Network,
786,14,Nov 29 2014,6:00 PM,Sat,Georgia Southern,22,,Louisiana-Monroe,16,ESPN3.com,
787,14,Nov 29 2014,12:00 PM,Sat,(16) Georgia Tech,30,@,(8) Georgia,24,SEC Network,
788,14,Nov 29 2014,12:00 PM,Sat,Illinois,47,@,Northwestern,33,ESPN U,
789,14,Nov 29 2014,12:00 PM,Sat,Indiana,23,,Purdue,16,Big Ten Network,
790,14,Nov 29 2014,4:00 PM,Sat,(11) Kansas State,51,,Kansas,13,FS1,
791,14,Nov 29 2014,12:30 PM,Sat,Louisiana,42,@,Troy,23,ESPN3.com,
792,14,Nov 29 2014,12:00 PM,Sat,Louisiana Tech,76,,Rice,31,CBSSN,
793,14,Nov 29 2014,12:00 PM,Sat,(24) Louisville,44,,Kentucky,40,ESPN 2,
794,14,Nov 29 2014,4:00 PM,Sat,Memphis,41,,Connecticut,10,ESPNews,
795,14,Nov 29 2014,3:30 PM,Sat,(10) Michigan State,34,@,Penn State,10,ABC (ESPN 2 mirror),
796,14,Nov 29 2014,3:30 PM,Sat,(18) Mississippi,31,,(4) Mississippi State,17,CBS,
797,14,Nov 29 2014,10:30 PM,Sat,Nevada,49,@,Nevada-Las Vegas,27,ESPN U,
798,14,Nov 29 2014,3:00 PM,Sat,New Mexico,36,,Wyoming,30,ROOT-NW RM SW,
799,14,Nov 29 2014,12:30 PM,Sat,North Carolina State,35,@,North Carolina,7,ACC Network,
800,14,Nov 29 2014,12:00 PM,Sat,(7) Ohio State,42,,Michigan,28,ABC,
801,14,Nov 29 2014,12:00 PM,Sat,Old Dominion,31,@,Florida Atlantic,28,MyTVZ33 Sinclair,
802,14,Nov 29 2014,8:00 PM,Sat,(3) Oregon,47,@,Oregon State,19,ABC,
803,14,Nov 29 2014,7:00 PM,Sat,Pittsburgh,35,@,Miami (FL),23,ESPN 2,
804,14,Nov 29 2014,3:30 PM,Sat,Rutgers,41,@,Maryland,38,ESPN U,
805,14,Nov 29 2014,3:30 PM,Sat,San Diego State,38,,San Jose State,7,CBSSN,
806,14,Nov 29 2014,3:30 PM,Sat,Southern California,49,,Notre Dame,14,FOX,
807,14,Nov 29 2014,4:00 PM,Sat,Tennessee,24,@,Vanderbilt,17,SEC Network,
808,14,Nov 29 2014,2:00 PM,Sat,Texas State,54,@,Georgia State,31,ESPN3.com,
809,14,Nov 29 2014,7:00 PM,Sat,Texas-El Paso,24,,Middle Tennessee State,21,ASN CSN-CA,
810,14,Nov 29 2014,12:00 PM,Sat,Texas-San Antonio,34,,North Texas,27,FSN-SW MW W MSG+,
811,14,Nov 29 2014,1:00 PM,Sat,Utah,38,@,Colorado,34,Pac-12 Network,
812,14,Nov 29 2014,10:30 PM,Sat,Washington,31,@,Washington State,13,FS1,
813,14,Nov 29 2014,12:00 PM,Sat,West Virginia,37,@,Iowa State,24,FS1,
