name,region,id,rating,massey,colley,elo,wins,losses,games_played
Lloyd Memorial,2,119,50.59,48.21,55.34,48.22,4,3,7
Pleasure Ridge Park,6,169,50,64.24,50.37,35.4,2,4,6
Pike County Central,3,166,49.94,54.13,50.46,45.24,4,5,9
East Carter,3,59,49.88,51.47,53.74,44.43,4,3,6
Metcalfe County,2,138,49.29,53.62,54.29,39.97,6,3,9
Fleming County,3,70,49.13,43.91,52.58,50.89,4,4,8
Waggener,4,205,48.88,59.66,46.77,40.21,2,4,6
Shelby County,4,185,48.46,58.85,45.59,40.93,4,5,9
Hazard,1,93,48.27,50.12,44.11,50.58,4,6,10
Harlan County,4,90,47.9,55.07,43.97,44.66,3,6,9
Cooper,5,48,47.72,60.03,40.38,42.76,3,6,9
Newport,2,147,47.71,46.81,51.41,44.91,4,4,8
Harrison County,4,91,47.65,49.61,50.75,42.6,5,3,7
Nicholas County,1,149,46.27,42.9,47.42,48.47,7,2,8
McLean County,2,135,46.23,45.95,47.94,44.81,3,2,5
Walton-Verona,2,206,46.04,45.38,44.38,48.37,7,5,12
Russellville,1,178,45.9,45.51,48.82,43.37,5,4,9
Campbellsville,1,36,45.28,46.35,46.43,43.06,3,3,6
Central Hardin,6,41,44.97,56.17,38.04,40.69,1,5,6
West Jessamine,5,213,44.72,51.85,50.77,31.54,4,4,8
Whitley County,5,216,44.57,55.59,36.87,41.26,2,6,8
Warren East,4,208,44.28,51.21,43.27,38.36,4,6,10
Great Crossing,5,84,44.05,58.31,40.42,33.41,3,5,8
Spencer County,4,194,44.05,48.05,44.33,39.76,5,4,9
Bishop Brossart,1,19,44,40.69,45.09,46.24,5,4,8
Bourbon County,4,21,43.99,58.94,40.05,32.97,1,6,6
Christian County,5,43,43.77,57.91,42.25,31.15,1,5,6
Franklin-Simpson,4,74,43.45,50.59,36.75,43,3,5,8
North Laurel,5,152,43.39,54.08,39.11,36.99,3,6,9
Clay County,4,44,43,40.05,46.03,42.91,4,3,7
Calloway County,4,34,42.86,51.83,45.04,31.69,3,4,7
Edmonson County,2,63,42.84,48.55,43.64,36.32,4,4,8
Greenup County,3,86,42.66,46.1,41.13,40.76,2,4,6
Perry County Central,4,164,42.4,46.5,47.35,33.34,3,6,9
Pineville,1,168,42.17,32.01,49.82,44.66,5,3,8
Carroll County,2,37,41.91,39.76,42.98,42.99,6,5,10
Butler,6,31,41.76,50.3,36.22,38.75,1,4,5
Mason County,3,131,41.53,40.24,45.69,38.67,4,3,7
Magoffin County,3,126,41.52,46.55,45.87,32.14,3,4,7
Campbell County,6,35,41.12,58.1,34.53,30.72,2,6,8
Boyd County,4,23,40.96,49.99,43.37,29.52,4,5,9
Bullitt Central,5,29,40.19,43.6,40.52,36.43,4,6,9
Grant County,5,81,40.08,44.38,41.77,34.11,3,5,8
Barren County,6,10,39.7,46.78,39.22,33.1,2,6,8
Henry Clay,6,95,39.65,51.96,38.96,28.02,2,4,6
Estill County,3,66,39.6,38.78,40.56,39.46,2,2,4
East Jessamine,5,60,38.15,49.68,31.64,33.14,1,6,7
Henry County,3,96,37.57,42.99,38.34,31.39,4,5,9
Garrard County,3,78,37.47,35.57,42.46,34.39,2,2,4
Floyd Central,3,71,36.79,42.11,39.68,28.59,2,4,6
Eminence,1,65,36.67,34.84,35.02,40.17,4,6,10
Breckinridge County,5,27,36.4,36.54,38.82,33.84,3,5,8
Martin County,2,130,36.36,35.95,35.05,38.1,3,4,7
Eastern,6,62,36.35,52.96,30.8,25.28,0,6,6
Ludlow,1,121,36.11,31.06,37.19,40.07,4,6,10
Washington County,2,209,35.39,38.57,34.57,33.03,2,4,6
Western Hills,3,215,35.18,43.24,30.69,31.61,2,5,7
Leslie County,2,113,34.84,37.7,36.45,30.38,2,5,7
Adair County,3,1,34.62,43.64,34.78,25.46,2,4,6
Tates Creek,6,196,34.4,46.99,23.12,33.09,0,6,6
Madison Central,6,123,34.03,54.93,27.43,19.72,1,8,9
Marshall County,6,129,34,38.81,35.57,27.62,3,6,9
Boone County,5,20,33.66,42.66,30.65,27.68,2,7,9
Madisonville-North Hopkins,4,125,33.24,38.47,20.78,40.46,1,5,6
Holy Cross (Covington),2,99,33.18,40.46,33.27,25.81,2,6,8
Scott,4,181,32.93,35.29,29.49,34,1,5,6
Southern,6,192,32.9,40.98,29.21,28.49,1,5,6
Clinton County,2,45,32.18,33.6,29.58,33.35,2,3,5
Frankfort,1,72,31.9,40.35,24.55,30.81,2,5,7
North Oldham,4,153,31.29,41.84,28.52,23.52,2,6,7
Monroe County,2,140,31.26,31.13,33.29,29.35,3,4,7
Dayton,1,54,31.24,26.44,36.85,30.45,5,4,9
Todd County Central,2,199,31.22,35.01,33.55,25.1,3,5,8
Anderson County,4,3,30.97,47.2,22.58,23.12,0,9,9
Muhlenberg County,5,144,30.56,32.02,29.39,30.26,2,5,7
Hart County,3,92,30.02,38.7,25.89,25.48,1,4,5
Western,5,214,29.91,43.64,30.74,15.33,1,4,4
Trigg County,3,200,29.9,35.44,25.91,28.34,3,7,10
Jeffersontown,5,104,29.57,30.52,28.48,29.72,2,4,6
Montgomery County,5,141,29.55,40.68,22.21,25.77,0,6,6
Moore,4,142,28.62,22.72,26.53,36.61,1,4,5
Prestonsburg,2,171,28.38,27.3,30.49,27.37,3,5,8
Casey County,3,38,27.96,26.8,26.78,30.3,1,5,6
Harlan,1,89,27.96,19.29,36.99,27.6,3,3,6
Lafayette,6,111,27.55,40.76,22.33,19.56,1,6,7
Powell County,3,170,26.99,23.54,29.33,28.08,2,4,6
Butler County,2,32,26.98,32.68,29.38,18.89,2,5,7
Ohio County,5,154,26.79,39.83,21.57,18.97,1,7,8
Fulton County,1,76,26.62,32.96,24.78,22.12,1,6,4
McCreary Central,3,134,26.29,21.61,32.06,25.21,3,3,5
Pendleton County,3,163,26.16,16.93,30.62,30.92,4,5,9
Gallatin County,2,77,25.84,25.66,28.63,23.24,4,4,8
Phelps,1,165,25.67,33.07,20.7,23.25,1,7,8
Marion County,4,128,24.93,28.67,25.77,20.36,1,4,5
Hopkins County Central,4,101,24.85,33.92,23.03,17.61,1,5,6
South Laurel,5,189,24.62,38.59,19.47,15.8,0,8,8
Doss,5,57,24.23,26.38,21.72,24.6,2,5,7
Betsy Layne,1,18,24.08,27.49,24.93,19.84,1,5,6
Webster County,3,211,23.64,29.6,22.81,18.5,2,5,7
Thomas Nelson,3,198,23.23,28.67,24.42,16.61,1,7,8
Knott County Central,2,108,22.23,20.81,27.18,18.69,2,4,6
Atherton,5,6,21.97,26.5,16.24,23.19,1,5,6
Fairview,1,68,20.72,19.39,23.49,19.26,2,6,8
Valley,4,204,20.54,27.48,18.59,15.53,1,5,6
Green County,2,85,18.57,27.3,16.97,11.44,1,7,8
Paris,1,161,18.19,23.24,13.81,17.52,1,6,7
Jackson County,3,103,18.12,15.72,23.12,15.54,1,4,5
Lynn Camp,1,122,17.92,15.34,15.06,23.37,0,6,6
Bracken County,1,25,15.89,15.14,15.44,17.09,1,4,5
Nelson County,3,146,15.82,25.9,17.53,4.04,0,7,7
Morgan County,2,143,15.3,10.16,19.41,16.33,1,4,4
Bath County,2,11,14.54,20.2,8.73,14.68,0,7,7
Warren Central,4,207,14.21,24.11,12.14,6.37,0,7,7
East Ridge,2,61,13,12.99,13.02,12.98,1,6,7
Bellevue,1,15,12.03,12.28,11.48,12.34,0,8,8
Berea,1,16,11.95,12.77,9.42,13.64,0,8,8
Seneca,5,183,11.07,12.13,8.88,12.19,0,5,5
Caverna,1,39,8.46,8.93,11.13,5.33,0,5,5
Owen County,2,156,8.27,6.76,6.22,11.83,1,8,9
Ballard Memorial,2,8,7.21,9.41,3.97,8.26,0,7,7
Trimble County,NaN,201,6.81,1.75,3.86,14.83,1,7,8
Lewis County,3,115,5.1,5.79,5.16,4.36,0,7,7
Shawnee,2,184,1.52,5.23,-1.08,0.41,1,6,6
