name,region,id,rating,massey,colley,elo,wins,losses,games_played
Pikeville,1,34,47.46,43.58,49.16,49.63,8,5,13
Cooper,6,194,47.36,64.66,44.87,32.55,3,7,10
North Oldham,3,94,47.22,51.7,46.48,43.46,8,5,12
Edmonson County,3,81,46.59,51.61,45.09,43.08,7,5,12
Greenup County,4,125,46.45,53.14,48.28,37.92,5,6,9
Casey County,3,78,46.39,47.16,50.62,41.39,8,4,12
Bethlehem,1,6,45.35,49.99,46.84,39.21,7,5,11
Hopkinsville,5,162,44.84,57.54,41.9,35.09,3,7,9
Rockcastle County,4,140,44.35,51.51,44.18,37.34,4,7,11
Williamsburg,1,40,44.33,43.89,44.61,44.51,7,5,11
LaRue County,4,130,44.01,46.23,43.45,42.35,5,6,11
Pineville,1,35,43.77,39.08,48.77,43.46,8,4,12
Trigg County,2,72,43.38,47.08,40.79,42.26,4,7,10
Estill County,3,83,43.11,44.93,42.8,41.6,5,6,11
Letcher County Central,5,167,43.03,49.07,37.67,42.35,3,7,10
Marshall County,6,207,42.56,49.93,44.54,33.22,4,7,10
Middlesboro,2,60,42.45,42.78,43.34,41.22,6,6,10
Bullitt East,4,117,41.99,45.98,42.5,37.5,4,6,10
Harrison County,4,126,41.52,46.72,41.31,36.52,5,6,11
Reidland,2,69,41.31,43.76,46.35,33.81,5,6,10
Kentucky Country Day,1,25,40.98,49.03,41.93,31.98,6,5,11
Lincoln County,5,168,40.48,48.49,40.31,32.65,4,7,11
Garrard County,3,85,40.13,44.28,40.8,35.32,5,7,12
Elizabethtown,3,82,39.24,47.63,34.37,35.71,4,8,12
Walton-Verona,1,39,39.17,35.15,39.82,42.55,8,4,12
Carroll County,2,44,39.15,36.34,41.84,39.27,7,4,11
Newport,2,64,38.69,49.27,36.82,29.96,5,6,11
Fort Knox,2,50,38.64,49.53,37.21,29.18,4,8,12
Wayne County,3,106,37.94,40.7,36.59,36.54,5,6,11
Nicholas County,1,30,37.71,38.35,38.84,35.95,6,5,11
Apollo,6,186,37.66,48.39,34.36,30.25,2,9,10
Harlan,1,21,37.21,34.19,38.69,38.76,5,7,11
Scott,5,178,37.06,47.79,35.38,28.01,2,9,11
Bellevue,1,4,36.91,39.06,33.28,38.4,5,7,12
Hopkins County Central,4,128,36.8,47.16,32.31,30.93,3,8,9
Madison Central,6,205,36.52,50.7,34.92,23.94,1,10,11
Mercer County,5,170,36.41,45.77,36.52,26.95,3,8,11
Powell County,3,97,35.94,37.24,41.49,29.08,6,5,11
Bishop Brossart,1,8,35.22,36.26,37.35,32.04,6,5,11
East Ridge,3,80,34.81,36.26,38.85,29.32,5,6,8
Bourbon County,4,113,34.54,34.28,36.15,33.19,4,7,11
Moore,3,93,34.53,45.44,32.46,25.7,4,8,12
Bryan Station,6,189,34.49,50.22,23.7,29.56,1,10,11
Bardstown,2,41,34.31,43.25,32.07,27.61,3,8,11
Campbellsville,1,10,34.04,38.65,30.08,33.39,4,7,11
Warren East,4,145,33.9,43.02,35.76,22.93,2,9,11
Calloway County,4,118,33.73,42.9,30.86,27.43,2,9,11
Barren County,5,150,33.51,43.8,31.3,25.42,2,9,11
Daviess County,6,195,33.34,44.74,28.99,26.29,2,8,10
Valley,4,144,33.2,41.94,29.22,28.45,4,7,11
North Laurel,5,172,32.98,37.1,32,29.84,3,7,10
Muhlenberg County,6,209,32.91,39.68,27.16,31.9,3,7,10
Todd County Central,2,71,32.35,35.19,37.97,23.89,4,7,10
Betsy Layne,1,7,30.97,27.74,33.73,31.43,7,4,10
Western Hills,3,109,30.83,36.04,27.39,29.05,3,8,11
Ohio County,5,173,30.12,42.87,29.29,18.2,2,9,11
Woodford County,5,185,30.06,46.29,24.36,19.53,1,10,11
Shelby County,4,143,29.95,37.96,21.18,30.7,1,9,10
Morgan County,2,62,29.09,29.86,32.75,24.67,5,6,10
Shelby Valley,2,70,28.86,29.88,27.38,29.32,3,8,10
Leslie County,2,57,28.84,29.4,30.93,26.18,4,8,12
Allen Central,1,1,28.66,25.23,28.35,32.38,5,6,11
Southern,6,218,28.6,43.22,24.03,18.57,2,9,11
Hart County,3,86,28.46,32.01,29.57,23.8,5,6,11
Paul Laurence Dunbar,6,212,28.46,45.5,21.03,18.87,1,10,11
Butler County,3,77,28.12,37.35,23.65,23.37,2,9,11
Magoffin County,3,90,28.11,27.44,31.55,25.36,5,6,11
Fulton County,1,19,27.45,33.99,31.26,17.1,1,9,7
Lynn Camp,1,28,27.11,30.36,25.85,25.12,3,8,11
Lloyd Memorial,2,58,27.08,33.75,23.65,23.84,2,9,11
Webster County,3,107,26.73,35.45,27.72,17.03,3,8,11
Lewis County,3,89,26.18,28.56,25.9,24.07,3,7,10
Owen County,2,66,25.94,31.68,27.27,18.87,3,8,11
Caverna,1,11,25.67,29.94,25.94,21.15,4,7,11
South Laurel,5,179,25.09,39.69,17.83,17.76,0,10,10
Logan County,4,133,24.9,34.91,19.34,20.44,1,9,10
Grant County,5,158,24.74,32,21.05,21.17,2,8,10
McCreary Central,4,137,24.6,24.92,23.74,25.15,2,8,10
Eminence,1,15,24.31,22.43,21.19,29.32,4,6,9
Boyd County,4,114,24.07,28.52,24.12,19.59,1,10,11
Madison Southern,4,135,23.71,35.76,22.59,12.79,1,10,11
Fleming County,3,84,23.55,25.04,21.21,24.4,2,9,11
Shawnee,3,100,23.09,25.62,21.84,21.8,2,8,8
Paintsville,1,31,22.36,19.16,23.37,24.56,3,8,11
Heath,2,54,21.19,33.27,15.38,14.9,0,10,9
Waggener,5,182,20.97,31.63,18.82,12.46,1,10,11
Spencer County,3,103,20.86,35.61,14.72,12.24,0,11,11
Breckinridge County,4,116,19.38,25.32,16.92,15.9,2,9,11
Pendleton County,4,139,19.24,17.3,16.45,23.98,3,7,10
Taylor County,3,104,18.02,23.78,12.65,17.64,1,9,10
Fulton City,1,18,17.6,21.57,18.59,12.63,0,10,7
East Carter,4,120,16.66,21.71,16.89,11.4,1,9,10
Bath County,2,42,16.16,22.67,12.23,13.58,2,9,11
Ludlow,1,27,16.14,16.45,11.95,20.01,2,8,9
Metcalfe County,2,59,15.29,21.9,10.92,13.06,1,10,11
Berea,1,5,14.97,18.93,10.04,15.92,2,9,11
Gallatin County,1,20,14.78,15.64,12.99,15.71,2,9,10
McLean County,3,92,14.67,22.19,12.27,9.56,0,11,11
Iroquois,5,163,14.23,21.88,13.06,7.75,1,8,9
Paris,1,32,13.22,16.8,15.2,7.67,0,10,10
Trimble County,1,38,11.17,16.53,5.29,11.69,1,9,10
Adair County,3,74,10.99,17.89,5.4,9.67,1,9,10
Phelps,1,33,9.49,8.58,8.92,10.98,2,8,7
South Floyd,1,37,9.28,10.38,9.12,8.35,3,7,9
Clinton County,1,12,6.25,14.68,1.81,2.27,0,10,10
Dayton,1,14,6.07,11.47,0.15,6.6,0,10,9
Knott County Central,2,56,5.68,6.86,6.33,3.85,0,11,11
Bracken County,1,9,5.64,9.77,3.45,3.72,2,9,10
Atherton,4,111,4.44,14.15,0.49,-1.33,0,10,10
Jackson County,3,88,4.22,8.99,4.47,-0.8,0,10,10
Jenkins,1,24,2.59,-0.45,3.73,4.47,0,11,8
